Probe;AWA_3_03_Rz;INSTRON 8852TT;1605F;46NTA5-1-1-2;PMD;840749
Maschine [mm]	Kraft [kN]	Clip-Gauge [mm]	Drehmoment [Nm]	MX840A_0_CH 5 [°C]	MX840A_0_CH 6 [mm]	MX840A_0_CH 7 [V]	MX840A_0_CH 8 [°C]	Zeit [s]	Kanal 10	Kanal 11	Kanal 12	Kanal 13	Kanal 14	Kanal 15
2.68819E+00	2.31220E+01	1.71985E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.12101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.69405E+00	2.31146E+01	1.72574E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.14201E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.70023E+00	2.30949E+01	1.73190E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.16101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.70690E+00	2.30895E+01	1.73858E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.18301E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.71317E+00	2.30764E+01	1.74474E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.20401E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.71965E+00	2.30609E+01	1.75130E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.22501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.72630E+00	2.30636E+01	1.75823E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.24701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.73223E+00	2.30559E+01	1.76463E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.26801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.73820E+00	2.30312E+01	1.77035E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.28801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.74419E+00	2.30250E+01	1.77656E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.30801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.75076E+00	2.30057E+01	1.78285E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.32901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.75703E+00	2.30200E+01	1.78929E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.34901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.76309E+00	2.30084E+01	1.79575E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.37001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.76939E+00	2.29840E+01	1.80263E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.39101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.77578E+00	2.29691E+01	1.80863E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.41101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.78197E+00	2.29672E+01	1.81508E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.43201E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.78773E+00	2.29399E+01	1.82141E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.45201E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.79352E+00	2.29267E+01	1.82751E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.47201E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.80015E+00	2.29097E+01	1.83428E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.49301E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.80677E+00	2.29045E+01	1.84036E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.51301E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.81228E+00	2.28868E+01	1.84659E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.53401E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.81916E+00	2.28765E+01	1.85326E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.55501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.82514E+00	2.28623E+01	1.85931E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.57501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.83138E+00	2.28446E+01	1.86545E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.59701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.83753E+00	2.28251E+01	1.87188E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.61701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.84385E+00	2.28353E+01	1.87850E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.63801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.85008E+00	2.28075E+01	1.88480E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.65801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.85590E+00	2.27889E+01	1.89120E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.67901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.86285E+00	2.27875E+01	1.89777E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.70001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.86864E+00	2.27620E+01	1.90400E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.72001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.87469E+00	2.27449E+01	1.91073E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.74101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.88078E+00	2.27437E+01	1.91713E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.76101E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.88708E+00	2.27127E+01	1.92359E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.78201E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.89360E+00	2.26893E+01	1.93013E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.80401E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.90096E+00	2.26817E+01	1.93711E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.82501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.90681E+00	2.26654E+01	1.94351E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.84501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.91246E+00	2.26469E+01	1.94946E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.86501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.91888E+00	2.26396E+01	1.95591E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.88501E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.92479E+00	2.26128E+01	1.96191E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.90601E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.93137E+00	2.25955E+01	1.96869E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.92701E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.93679E+00	2.25707E+01	1.97452E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.94801E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.94450E+00	2.25813E+01	1.98153E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.96901E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.95045E+00	2.25475E+01	1.98774E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	9.99001E+01	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.95572E+00	2.25313E+01	1.99363E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.00100E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.96206E+00	2.25292E+01	2.00021E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.00310E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.96803E+00	2.25043E+01	2.00663E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.00520E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.97384E+00	2.24965E+01	2.01294E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.00720E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.98103E+00	2.24773E+01	2.01958E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.00930E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.98692E+00	2.24478E+01	2.02573E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.01140E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.99277E+00	2.24369E+01	2.03189E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.01330E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
2.99897E+00	2.24285E+01	2.03829E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.01540E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.00436E+00	2.23935E+01	2.04436E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.01740E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.01135E+00	2.23884E+01	2.05139E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.01950E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.01732E+00	2.23594E+01	2.05755E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.02160E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.02364E+00	2.23442E+01	2.06355E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.02360E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.03001E+00	2.23252E+01	2.07016E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.02570E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.03600E+00	2.23091E+01	2.07618E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.02770E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.04203E+00	2.22977E+01	2.08195E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.02980E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.04802E+00	2.22772E+01	2.08767E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.03180E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.05489E+00	2.22589E+01	2.09413E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.03390E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.06071E+00	2.22363E+01	2.09940E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.03600E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.06656E+00	2.22215E+01	2.10302E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.03800E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.07346E+00	2.22196E+01	2.08137E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.04010E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.07937E+00	2.21844E+01	2.06869E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.04210E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.08524E+00	2.21567E+01	2.07398E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.04410E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.09148E+00	2.21624E+01	2.08008E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.04620E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.09886E+00	2.21466E+01	2.08693E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.04840E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.10490E+00	2.21159E+01	2.09381E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.05050E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.11057E+00	2.20900E+01	2.09991E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.05250E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.11669E+00	2.20773E+01	2.10601E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.05460E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.12266E+00	2.20511E+01	2.11217E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.05650E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.12902E+00	2.20383E+01	2.11855E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.05860E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.13510E+00	2.20212E+01	2.12436E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.06070E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.14124E+00	2.20020E+01	2.13053E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.06260E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.14766E+00	2.19787E+01	2.13782E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.06470E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.15357E+00	2.19623E+01	2.14390E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.06670E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.15970E+00	2.19444E+01	2.14998E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.06880E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.16606E+00	2.19387E+01	2.15662E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.07090E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.17310E+00	2.19207E+01	2.16326E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.07290E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.17905E+00	2.18989E+01	2.16945E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.07500E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.18532E+00	2.18798E+01	2.17578E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.07700E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.19117E+00	2.18423E+01	2.18214E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.07910E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.19730E+00	2.18412E+01	2.18831E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.08110E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.20308E+00	2.18237E+01	2.19453E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.08310E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.20896E+00	2.18003E+01	2.20075E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.08520E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.21615E+00	2.17849E+01	2.20796E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.08730E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.22231E+00	2.17613E+01	2.21441E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.08930E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.22784E+00	2.17312E+01	2.22044E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.09140E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.23448E+00	2.17181E+01	2.22710E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.09350E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.24052E+00	2.17083E+01	2.23306E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.09560E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.24694E+00	2.16844E+01	2.24013E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.09770E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.25399E+00	2.16713E+01	2.24708E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.10000E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.25930E+00	2.16386E+01	2.25329E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.10190E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.26582E+00	2.16264E+01	2.25959E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.10400E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.27218E+00	2.15930E+01	2.26611E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.10610E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.27807E+00	2.15904E+01	2.27251E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.10820E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.28475E+00	2.15468E+01	2.27887E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.11030E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.29113E+00	2.15506E+01	2.28529E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.11230E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.29678E+00	2.15191E+01	2.29150E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.11430E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.30283E+00	2.15040E+01	2.29773E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.11630E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.30946E+00	2.14941E+01	2.30418E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.11830E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.31520E+00	2.14690E+01	2.31013E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.12040E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.32171E+00	2.14525E+01	2.31656E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.12240E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.32736E+00	2.14275E+01	2.32244E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.12440E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.33345E+00	2.14155E+01	2.32843E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.12640E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.34018E+00	2.13918E+01	2.33534E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.12850E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.34617E+00	2.13702E+01	2.34158E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.13060E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.35120E+00	2.13373E+01	2.34750E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.13250E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.35757E+00	2.13278E+01	2.35349E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.13460E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.36420E+00	2.13108E+01	2.36059E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.13670E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.37077E+00	2.12798E+01	2.36728E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.13890E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.37733E+00	2.12650E+01	2.37342E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.14100E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.38306E+00	2.12421E+01	2.37953E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.14300E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
3.38924E+00	2.12232E+01	2.38605E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	1.14510E+02	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00	0.00000E+00
